96,0.675839299,23/11/2020,ACD-14b4860f-d3cf-41f3-937f-bf5c8674432d,Azure Cosmos DB,Officer,westeurope,Officer,Development,Digital,1000 /Hour,EU West,Azure Cosmos DB
96,0.675839299,24/11/2020,ACD-14b4860f-d3cf-41f3-937f-bf5c8674432d,Azure Cosmos DB,Officer,westeurope,Officer,Development,Digital,1000 /Hour,EU West,Azure Cosmos DB
96,0.67583985,13/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Test,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,29/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,14/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,15/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,17/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Test,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,18/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Production,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,22/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,24/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,19/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,27/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,03/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,04/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Test,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,07/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,11/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,08/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Development,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,12/11/2020,ACD-afefafb3-bc80-4385-81f0-3360da7efa07,Azure Cosmos DB,Officer,EastUS,Officer,Test,Digital,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,30/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Production,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,16/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Development,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,05/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Development,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,08/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Development,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,10/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Development,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,01/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Development,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,02/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Production,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,26/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Development,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,19/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Development,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,04/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Test,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,20/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Development,TechOps,1000 /Hour,US East,Azure Cosmos DB
96,0.67583985,24/11/2020,ACD-1b930e75-a443-4004-b4bd-0f24674ae598,Azure Cosmos DB,Granite,EastUS,Granite,Development,TechOps,1000 /Hour,US East,Azure Cosmos DB
91.13277199,8.019570269,24/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Test,TechOps,10 GB/Month,US East,Log Analytics
88.3387615,7.773700831,22/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Test,TechOps,10 GB/Month,US East,Log Analytics
86.14142271,7.580337758,21/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Development,TechOps,10 GB/Month,US East,Log Analytics
83.36666667,20.04233303,11/11/2020,ADFv-2d57f289-6d7b-492d-bc1d-5dc0b4a8bfd7,Azure Data Factory v2,Computers,EastUS,Computers,Test,Digital,100 Hours,US East,Azure Data Factory v2
81.64215872,7.184408139,19/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Development,TechOps,10 GB/Month,US East,Log Analytics
72.87655631,6.41304606,15/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Development,TechOps,10 GB/Month,US East,Log Analytics
72,1.2672,29/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Test,Commerical,100 /Hour,US East,Security Center
72,1.2672,26/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Test,Commerical,100 /Hour,US East,Security Center
72,1.2672,27/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Development,Commerical,100 /Hour,US East,Security Center
72,1.2672,28/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Production,Commerical,100 /Hour,US East,Security Center
72,1.2672,01/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Development,Commerical,100 /Hour,US East,Security Center
72,1.2672,02/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Development,Commerical,100 /Hour,US East,Security Center
72,1.2672,18/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Production,Commerical,100 /Hour,US East,Security Center
72,1.2672,19/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Development,Commerical,100 /Hour,US East,Security Center
72,1.2672,24/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Development,Commerical,100 /Hour,US East,Security Center
72,6.399356775,29/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Production,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,30/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,13/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Production,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,14/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,15/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,16/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Test,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,05/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Test,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,06/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,07/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,08/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Production,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,09/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,10/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Production,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,25/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,01/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,17/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,02/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,21/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,11/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,12/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,26/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,27/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Production,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,18/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,03/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,04/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Test,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,28/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,19/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,20/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Test,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,22/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,23/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Test,TechOps,10 Hours,US East,Azure Cognitive Search
72,6.399356775,24/11/2020,ACS-b03ef9c1-2254-46af-b873-4ddf1121ecc3,Azure Cognitive Search,Granite,EastUS,Granite,Development,TechOps,10 Hours,US East,Azure Cognitive Search
68.51788044,6.029488019,13/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Development,TechOps,10 GB/Month,US East,Log Analytics
66.34171701,5.837988351,12/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Test,TechOps,10 GB/Month,US East,Log Analytics
66.0833,0.029076528,12/11/2020,S-50ace731-50f0-4bdf-b3fb-47cf97458fcd,Storage,Officer,EastUS,Officer,Development,Digital,100000000,US East,Storage
64.11383912,129.4821282,20/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Development,TechOps,1 GB,US East,Log Analytics
63.91187552,129.0742493,28/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Development,TechOps,1 GB,US East,Log Analytics
59.540469,5.23948701,09/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Development,TechOps,10 GB/Month,US East,Log Analytics
58,1.0208,03/11/2020,SC-39f47b6a-60d8-4466-ba48-e4d4ebfe5b9f,Security Center,Multi-tiered,EastUS,Multi-tiered,Test,Commerical,100 /Hour,US East,Security Center
56.5164,0.099465177,11/11/2020,S-7eba758f-58eb-43f0-b362-29aefe0f5ad6,Storage,Philippines-THX,EastUS,Philippines-THX,Development,TechOps,100000000,US East,Storage
55.31094901,4.867294526,07/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Production,TechOps,10 GB/Month,US East,Log Analytics
53.20309422,4.681805934,06/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Test,TechOps,10 GB/Month,US East,Log Analytics
51.82786892,104.6698008,17/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Production,TechOps,1 GB,US East,Log Analytics
50.2057,0.088358757,30/11/2020,S-7eba758f-58eb-43f0-b362-29aefe0f5ad6,Storage,Philippines-THX,EastUS,Philippines-THX,Production,TechOps,100000000,US East,Storage
49.04687614,4.316063926,04/11/2020,ADS-835ca260-1174-4c05-94d5-a9b30f54cbf7,Log Analytics,Solutions,EastUS,Solutions,Development,TechOps,10 GB/Month,US East,Log Analytics
49,0.8624,18/11/2020,SC-72f8986b-4363-4916-a60f-c1b54cb052e9,Security Center,Multi-tiered,EastUS,Multi-tiered,Development,Commerical,100 /Hour,US East,Security Center
48,4.39296,13/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Development,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,15/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Development,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,05/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Development,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,09/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Production,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,08/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Production,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,10/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Development,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,02/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Development,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,25/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Production,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,26/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Development,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,11/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Test,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,12/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Test,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,18/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Development,Digital,10 Hours,EU West,Azure Database for PostgreSQL
48,4.39296,04/11/2020,ADfP-2d330f3c-bca4-4048-8a55-de2ca58a78d6,Azure Database for PostgreSQL,Officer,westeurope,Officer,Development,Digital,10 Hours,EU West,Azure Database for PostgreSQL
